Title,Series,Creator,ISBN,Language,Content access levels,Subscription
Anna and the French Kiss (unabridged),,"Perkins, Stephanie",9780307968531,English,Young adult,No
Anna Dressed in Blood (unabridged),Anna,"Blake, Kendare",9780792788225,English,Young adult,No
Anne of Avonlea,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)",9781620111451,English,Juvenile,Yes
Anne of Green Gables,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)",9781620111468,English,Juvenile,Yes
Anne of Green Gables,Anne of Green Gables,"Montgomery, L. M.",9781402288968,English,Young adult,No
Anne of the Island,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)",9781620111765,English,Juvenile,Yes
Annexed,,"Dogar, Sharon",9780547505077,English,Young adult,No
Annie On My Mind (unabridged),,"Garden, Nancy",9780739367469,English,Young adult,No
Another Day,Every Day,"Levithan, David",9780385756228,English,Adult,No
Another Whole Nother Story,A Whole Nother Story,"Soup, Cuthbert",9781599905990,English,Juvenile,No
Ant Farm to Zebra Fish: Pets from A to Z,Let's Learn A to Z,"Salzmann, Mary Elizabeth",9781617146145,English,Juvenile,No
Anthem,,"Rand, Ayn",9781620116876,English,Young adult,Yes
"The Anxiety Survival Guide for Teens: CBT Skills to Overcome Fear, Worry, and Panic",Instant Help Solutions,"Shannon, Jennifer",9781626252448,English,Young adult,No
Any Witch Way,,"Savage, Annastaysia",9781936564057,English,Young adult,No
Ap As In Cap,Word Families Set 1,"Salzmann, Mary Elizabeth",9781617585135,English,Juvenile,No
Apatosaurus,When Dinosaurs Lived,"Riggs, Kate",9781566601085,English,Juvenile,No
Apocalypse: Star Wars Legends,Star Wars: Fate of the Jedi,"Denning, Troy",9780345519603,English,Young adult,No
"Apples, Cherries, Red Raspberries: What is in the Fruits Group?",Food Is CATegorical,"Cleary, Brian P.",9780761363323,English,Juvenile,No
April Fool's Day to Z Day: Holidays from A to Z,Let's Learn A to Z,"Dolphin, Colleen",9781617146091,English,Juvenile,No
Aquifer,,"Friesen, Jonathan",9780310731849,English,Young adult,No
The Arabian Nights,,"Lang, Andrew",9781620123997,English,Juvenile,Yes
Archenemies (unabridged),Renegades,"Meyer, Marissa",9781427299277,English,Young adult,No
Archenemies,Renegades,"Meyer, Marissa",9781250311443,English,Young adult,No
Arctic Fox: Very Cool!,Uncommon Animals,"Person, Stephen",9781597168144,English,Juvenile,Yes
The Arctic Incident,Artemis Fowl,"Colfer, Eoin",9781423132196,English,Young adult,No
Are You Mad at Me?,,"Feder, Tyler",9780593615676,English,Juvenile,No
Are You My Mother?,Beginner Books,"Eastman, P.D.",9780375984433,English,Juvenile,No
Are You Ready for Fall?,Our Four Seasons,"Anderson, Sheila",9780761359647,English,Juvenile,No
Are You Ready for Spring?,Our Four Seasons,"Anderson, Sheila",9780761359654,English,Juvenile,No
Are You Ready for Summer?,Our Four Seasons,"Anderson, Sheila",9780761359661,English,Juvenile,No
Are You Ready for Winter?,Our Four Seasons,"Anderson, Sheila",9780761359678,English,Juvenile,No
"Are You Scared, Darth Vader?",Star Wars: Disney Junior Novels,"Rex, Adam",9781368025744,English,Juvenile,No
"Are You There God? It's Me, Margaret",,"Blume, Judy",9780307817747,English,Juvenile,No
Arena One: Slaverunners,Survival Trilogy,Morgan Rice,9780984975310,English,Adult,No
Aristotle and Dante Discover the Secrets of the Universe (unabridged),Aristotle and Dante,"Sáenz, Benjamin Alire",9781442366060,English,Young adult,No
Armored Vehicles,Built for Battle,"Bodden, Valerie",9781566600767,English,Juvenile,No
Army of the Dead: Volume 8 of Forgotten Legacy,Forgotten Legacy,"Tuttle, Richard S.",0971089783,English,Adult,No
Around the World,Spot-a-Thon,"Higgins, Megan",9781725394612,English,Juvenile,Yes
Around the World in 80 Days,Voyages Extraordinaires,"Verne, Jules",9781620116562,English,Young adult,Yes
"Arrorró, mi niño: Latino Lullabies and Gentle Games",,"Delacre, Lulu",9781600608612,"English, Spanish; Castilian",Juvenile,No
The Art of Magic: A Novel,,"Voskuil, Hannah",9781728443935,English,Juvenile,Yes
Artemis Fowl,Artemis Fowl,"Colfer, Eoin",9781423132172,English,Juvenile,No
The Artemis Fowl Files,Artemis Fowl,"Colfer, Eoin",9781423132103,English,Juvenile,No
Aru Shah and the End of Time,Pandava,"Chokshi, Roshani",9781368017381,English,Juvenile,No
As Good as Dead,A Good Girl's Guide to Murder,"Jackson, Holly",9780593379875,English,Young adult,No
An As In Fan,Word Families Set 1,"Salzmann, Mary Elizabeth",9781617585128,English,Juvenile,No
As Simple as It Seems,,"Weeks, Sarah",9780061999628,English,Juvenile,No
Ash,,"Lo, Malinda",9780316071338,English,Young adult,No
Ash As In Trash,Word Families Set 6,"Scheunemann, Pam",9781617585456,English,Juvenile,No
Ash Princess,Ash Princess,"Sebastian, Laura",9781524767082,English,Young adult,No
Ashen Winter,Ashfall Trilogy,"Mullin, Mike",9781933718842,English,Young adult,No
Ashes,Ashes Trilogy,"Bick, Ilsa J.",9781512401110,English,Adult,No
Ashes to Asheville,,"Dooley, Sarah",9780698174023,English,Juvenile,No
The Ask and the Answer,Chaos Walking,"Ness, Patrick",9780763652173,English,Young adult,No
Ask the Passengers (unabridged),,"King, A.S.",9780449015124,English,Adult,No
Assassin,Lady Grace Mystery,"Cavendish, Grace",9780307536389,English,Juvenile,No
Assassin & Betrayal,Lady Grace Mystery,"Cavendish, Grace",9780375898792,English,Juvenile,No
The Assault,Recon Team Angel,"Falkner, Brian",9780375983511,English,Young adult,No
Aston Martin Valkyrie,Ultimate Supercars,"Savino, James",9781645196754,English,Juvenile,Yes
The Astonishing Color of After,,"Pan, Emily X.R.",9780316464000,English,Young adult,No
The Astonishing Secret of Awesome Man (unabridged),,"Chabon, Michael",9780062111333,English,Juvenile,No
Asylum,Asylum,"Roux, Madeleine",9780062220981,English,Young adult,No
The Asylum: Stefan's Diaries #5: The Asylum (unabridged),The Vampire Diaries: Stefan's Diaries,"Smith, L. J.",9780062223944,English,Young adult,No
At As In Cat,Word Families Set 1,"Salzmann, Mary Elizabeth",9781617585142,English,Juvenile,No
At the Sign of the Sugared Plum,At the Sign of the Sugared Plum,"Hooper, Mary",9781408825440,English,Young adult,No
Ate As In Skate,Word Families Set 8,"Molter, Carey",9781617585609,English,Juvenile,No
Athletic Training Clinical Workbook: A Guide to the Competencies,,"Miller-Isaac, Kim",9780803640955,English,Young adult,No
The Atlantis Complex,Artemis Fowl,"Colfer, Eoin",9781423143222,English,Juvenile,No
Attack of the Robo-Bugs,"Game On, Zhuri!","Zollicoffer, D.",9781478889717,English,Juvenile,Yes
Attack of the Shark-Headed Zombie,Stepping Stones,"Doyle, Bill",9780375898136,English,Juvenile,No
Attract and Repel: A Look at Magnets,Exploring Physical Science,"Boothroyd, Jennifer",9780761363002,English,Juvenile,No
"Au Revoir, Crazy European Chick",,"Schreiber, Joe",9780547677637,English,Young adult,No
Auggie & Me,Wonder,"Palacio, R. J.",9780525644248,English,Juvenile,No
August and Everything After,,"Doktorski, Jennifer",9781492657170,English,Young adult,Yes
Auslander,,"Dowswell, Paul",9781599907741,English,Young adult,No
An Author's Odyssey,Land of Stories,"Colfer, Chris",9780316383202,English,Juvenile,No
Avalanches,Nature's Fury Set 2,"Hamilton, John",9781604532425,English,Juvenile,No
Aven Green Sleuthing Machine (unabridged),Aven Green,"Bowling, Dusti",9798212222068,English,Juvenile,Yes
Avery McShane,,"Lyons, Greg",9781408816837,English,Young adult,No
The Aviary,,"O'Dell, Kathleen",9780375989353,English,Juvenile,No
Aw As In Paw,Word Families Set 7,"Scheunemann, Pam",9781617585548,English,Juvenile,No
Awaken,Awaken,"Kacvinsky, Katie",9780547574073,English,Adult,No
The Awakening: And Selected Short Stories,,"Chopin, Kate",9781620113615,English,Young adult,Yes
The Awakening and Selected Stories,,"Chopin, Kate",9781101200773,English,Adult,No
The Awakening: The Awakening (unabridged),The Vampire Diaries,"Smith, L. J.",9780061988288,English,Adult,No
Awkward,Smith High,"Bates, Marni",9780758277725,English,Young adult,No
Axolotl,Weirder and Cuter,"Oldfield, Dawn Bluemel",9781684023158,English,Juvenile,Yes
Ay As In Clay,Word Families Set 7,"Salzmann, Mary Elizabeth",9781617585555,English,Juvenile,No
Baby animals in desert habitats,The Habitats of Baby Animals,"Kalman, Bobbie",9781427196002,English,Juvenile,No
Baby animals in forest habitats,The Habitats of Baby Animals,"Kalman, Bobbie",9781427196019,English,Juvenile,No
Baby animals in ocean habitats,The Habitats of Baby Animals,"Kalman, Bobbie",9781427196040,English,Juvenile,No
Baby animals in rainforest habitats,The Habitats of Baby Animals,"Kalman, Bobbie",9781427197160,English,Juvenile,No
"Baby Animals: See More Readers, Level 1",,"Simon, Seymour",9781452110721,English,Juvenile,No
Baby on Board: How Animals Carry Their Young,,"Berkes, Marianne",9781584695943,English,Juvenile,Yes
Baby Pets,It's Fun to Learn about Baby Animals,"Kalman, Bobbie",9781427180025,English,Juvenile,No
Backhoes,Mighty Machines,"Fleming, Dana",9781612110189,English,Juvenile,No
"The Backyard Bug Book for Kids: Storybook, Insect Facts, and Activities",Let's Learn About Bugs and Animals,"Davidson, Lauren",9781641525268,English,Juvenile,Yes
Backyard Habitats,Introducing Habitats,"MacAulay, Kelley",9781427198112,English,Juvenile,No
Bad,All Star High,"Chapman, Helen",9780857695291,English,Adult,No
The Bad Beginning,A Series of Unfortunate Events,"Snicket, Lemony",9780061757099,English,Juvenile,No
Bad Case of Stripes (unabridged),,"Shannon, David",9781338244953,English,Juvenile,No
The Bad Guys in Alien vs Bad Guys,The Bad Guys,"Blabey, Aaron",9781338189605,English,Juvenile,No
The Bad Guys in Mission Unpluckable,The Bad Guys,"Blabey, Aaron",9780545917162,English,Juvenile,No
The Bad Guys in the Furball Strikes Back,The Bad Guys,"Blabey, Aaron",9781338087512,English,Juvenile,No
Bad Kitty Gets a Bath,Bad Kitty Chapter Book,"Bruel, Nick",9781429962353,English,Juvenile,No
Bad Kitty Gets a Phone,Bad Kitty Chapter Book,"Bruel, Nick",9781250749970,English,Juvenile,No
Bad Kitty School Daze,Bad Kitty Chapter Book,"Bruel, Nick",9781466835931,English,Juvenile,No
"Bad News for Outlaws: The Remarkable Life of Bass Reeves, Deputy U.S. Marshal",Exceptional Social Studies Titles for Intermediate Grades,"Nelson, Vaunda Micheaux",9780761357124,English,Juvenile,No
The Bad Seed,The Food Group,"John, Jory",9780062881861,English,Juvenile,No
The Bad Seed Goes to the Library,"I Can Read, Level 1","John, Jory",9780062954572,English,Juvenile,No
The Baddest Day Ever,The Bad Guys,"Blabey, Aaron",9781338305852,English,Juvenile,No
Bagdad Inc.,,"Legrain, Thomas",9791032801901,English,Young adult,No
Balance and Motion: Toying With Gravity,Iscience Level A,"Sohn, Emily",9781603573283,English,Juvenile,No
Balance of Fragile Things: A Novel,,"Chadha, Olivia",9781618220158,English,Adult,No
Balarama: A Royal Elephant,,"Lewin, Ted",9781600608551,English,Juvenile,No
The Bald Bandit,A to Z Mystery,"Roy, Ron",9780307513731,English,Juvenile,No
Ball Don't Lie,,"de la Peña, Matt",9780307433169,English,Young adult,No
Ballad,Books of Faerie,"Stiefvater, Maggie",9780738721972,English,Young adult,No
The Ballad of Songbirds and Snakes,The Hunger Games,"Collins, Suzanne",9781338635188,English,Young adult,No
Balto and the Great Race,Stepping Stones,"Kimmel, Elizabeth Cody",9780307554505,English,Juvenile,No
Bamboo,Life Cycles,"Lundgren, Julie K.",9781617411625,English,Juvenile,No
Barefoot Dreams of Petra Luna (unabridged),,"Dobbs, Alda P.",9781705045053,English,Juvenile,No
Barefoot Dreams of Petra Luna,Barefoot Dreams of Petra Luna,"Dobbs, Alda P.",9781728234663,English,Juvenile,No
Barkbelly,Ashenpeake,"Weatherill, Cat",9780307481993,English,Juvenile,No
Bartholomew Roberts,Pirates,"Hamilton, Sue L.",9781604532494,English,Juvenile,No
Baseball Biographies for Kids: Stories of Baseball's Most Inspiring Players,Sports Biographies for Kids,"Burrell, Dean",9798886502985,English,Juvenile,Yes
Baseball Blues,The Alien Next Door,"Newton, A.I.",9781499807240,English,Juvenile,No
Baseball Great,Baseball Great,"Green, Tim",9780061923081,English,Juvenile,No
Baseball Heroes,Good Sports,"Stout, Glenn",9780547577586,English,Juvenile,No
"Baseball Stars, Stats, and Stories","Sports Stars, Stats, and Stories","Wilberforce, Bert",9781978542501,English,Juvenile,Yes
Baseball Superstar Aaron Judge (unabridged),Bumba Books — Sports Superstars,"Fishman, Jon M.",9781541575820,English,Juvenile,Yes
Basketball Biographies for Kids: The Greatest NBA and WNBA Players from the 1960s to Today,Sports Biographies for Kids,"Chandler, Matt",9781638785507,English,Juvenile,Yes
"Basketball Stars, Stats, and Stories","Sports Stars, Stats, and Stories","Wilberforce, Bert",9781978542532,English,Juvenile,Yes
Bats,Amazing Animals,"Riggs, Kate",9781566600682,English,Juvenile,No
Bats at the Ballgame,A Bat Book,"Lies, Brian",9780547505015,English,Juvenile,No
Batter Up!,Jake Maddox Sports Stories,"Maddox, Jake",9781434206756,English,Juvenile,No
The Battle of the Labyrinth (unabridged),Percy Jackson and the Olympians,"Riordan, Rick",9780739364772,English,Juvenile,No
The Battle of the Labyrinth,Percy Jackson and the Olympians,"Riordan, Rick",9781423131984,English,Juvenile,No
Battleships,Built for Battle,"Bodden, Valerie",9781566600774,English,Juvenile,No
Be Creative: Manga Life,,"Bevan, Rob",9781907518997,English,Young adult,No
Be Real: Baller Swag,Lockwood Lions,"Moore, Stephanie Perry",9781612476377,English,Juvenile,No
The Beaded Moccasins,,"Durrant, Lynda",9780547416427,English,Young adult,No
A Bear and His Boy,,"Bryan, Sean",9781628721249,English,Juvenile,No
Bear Cubs,Cute and Cuddly: Baby Animals,"Elora, Grace",,English,Juvenile,No
Beast Boy,Teen Titans,"Garcia, Kami",,English,Adult,Yes
Beastly Bones: A Jackaby Novel,Jackaby,"Ritter, William",9781616205539,English,Young adult,No
Beasts and Beauty: Dangerous Tales (unabridged),,"Chainani, Soman",9780063138827,English,Juvenile,No
Beasts and Beauty: Dangerous Tales,,"Chainani, Soman",9780062652652,English,Juvenile,No
Beat the Band,,"Calame, Don",9780763652098,English,Young adult,No
Beautiful Chaos,Beautiful Creatures,"Garcia, Kami",9780316193061,English,Young adult,No
Beautiful Creatures,Beautiful Creatures,"Garcia, Kami",9780316071284,English,Young adult,No
Beautiful Darkness,Beautiful Creatures,"Garcia, Kami",9780316129176,English,Young adult,No
Beautiful Days (unabridged),Bright Young Things,"Godbersen, Anna",9780062111357,English,Adult,No
Beautiful Days,Bright Young Things,"Godbersen, Anna",9780062093196,English,Young adult,No
Beautiful Redemption,Beautiful Creatures,"Garcia, Kami",9780316214605,English,Young adult,No
Beauty: A Retelling of the Story of Beauty and the Beast,,"McKinley, Robin",9781497673700,English,Young adult,No
Beauty and the Beast,My First Classic Story,"Muehlenhardt, Amy",9781404864634,English,Juvenile,No
Beauty and the Beast: Lost in a Book,Beauty and the Beast,"Donnelly, Jennifer",9781368002257,English,Juvenile,No
Because of Mr. Terupt,Mr. Terupt,"Buyea, Rob",9780375896156,English,Juvenile,No
Because of Winn-Dixie (unabridged),,"DiCamillo, Kate",9780739344378,English,Juvenile,No
Because of Winn-Dixie,,"DiCamillo, Kate",9780763649456,English,Juvenile,No
Bedtime for Baby Shark: Doo Doo Doo Doo Doo Doo,Baby Shark,"Bajet, John John",9781338740301,English,Juvenile,No
Beetle,Ultimate Cars Set 2,"Wheeler, Jill C.",9781617143960,English,Juvenile,No
Beetles,Animals with Armor,"Murray, Julie",9781098227425,English,Juvenile,No
Beezus and Ramona,Ramona Quimby,"Cleary, Beverly",9780061972140,English,Juvenile,No
Befiddled,,"De Alcantara, Pedro",9780307514059,English,Juvenile,No
"Before, After, and Somebody In Between",,"Garsee, Jeannine",9781599908649,English,Young adult,No
Before I Die,,"Downham, Jenny",9780375849374,English,Adult,No
Before I Fall (unabridged),,"Oliver, Lauren",9780307746863,English,Young adult,No
Before I Fall,,"Oliver, Lauren",9780061987496,English,Young adult,No
Before I Let Go,,"Nijkamp, Marieke",9781492642305,English,Young adult,No
Before We Were Free,,"Alvarez, Julia",9780307433176,English,Young adult,No
"Behind Rebel Lines: The Incredible Story of Emma Edmonds, Civil War Spy",Great Episodes,"Reit, Seymour",9780547537344,English,Young adult,No
Behind the Plate,Jake Maddox Sports Stories,"Maddox, Jake",9781434246448,English,Juvenile,No
Behind the Screen (unabridged),Mason Falls Mystery,"Keats, Israel",9781541557581,English,Young adult,Yes
Being Jazz: My Life as a (Transgender) Teen,,"Jennings, Jazz",9780399554667,English,Young adult,No
The Belles,The Belles,"Clayton, Dhonielle",9781484732496,English,Young adult,No
Belling the Cat: A Retelling of Aesop's Fable,My First Classic Story,"Blair, Eric",9781404877962,English,Juvenile,No
The Beloved World of Sonia Sotomayor,,"Sotomayor, Sonia",9781524771164,English,Juvenile,No
Beneath the Wide Silk Sky (unabridged),,"Huey, Emily Inouye",9781338877229,English,Young adult,No
Beneath the Wide Silk Sky,,"Huey, Emily Inouye",9781338789966,English,Young adult,No
Benjamin the Bear,Animal Fair Values,"Spoor, Mike",9781499488852,English,Juvenile,Yes
Beowulf,,"Gummere, Francis B.",9781620117323,English,Young adult,Yes
The Berenstain Bears and the Messy Room,First Time Books: Berenstain Bears,"Berenstain, Stan",9780375989452,English,Juvenile,No
The Berenstain Bears and the Spooky Old Tree,Bright & Early Books: Berenstain Bears,"Berenstain, Stan",9780375983238,English,Juvenile,No
